"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","log_total_rooms","log_total_bedrooms","log_population","log_households","value_range","cluster"
-118.41,34.03,24,3711,1192,1764,1147,3.1642,366700,"<1H OCEAN",8.2190566610606,7.0833878476253,7.47533923656674,7.04490511712937,"[3.6,4.1)","area_0"
-118.41,34.02,24,2610,756,1322,692,3.5022,281300,"<1H OCEAN",7.86710550031674,6.62804137617953,7.18690102041163,6.53958595561767,"[2.6,3.1)","area_0"
-118.41,34.02,16,5825,1866,3390,1752,3.0965,320000,"<1H OCEAN",8.6699142784339,7.53155238140729,8.1285852003745,7.46851327149634,"[3.1,3.6)","area_0"
-118.39,34.03,19,1450,509,746,437,3.1415,55000,"<1H OCEAN",7.27931883541462,6.23244801655052,6.61472560020376,6.07993319509559,"[0.6,1.1)","area_0"
-118.4,34.03,13,6152,1978,3397,1845,3.4058,275000,"<1H OCEAN",8.72453251118548,7.58984151218266,8.13064796816058,7.52023455647463,"[2.6,3.1)","area_0"
-118.38,34.03,36,2101,569,1756,527,2.9344,222100,"<1H OCEAN",7.650168700845,6.34388043412633,7.47079377419506,6.26720054854136,"[2.1,2.6)","area_0"
-118.39,34.03,39,1366,375,1237,370,3.7206,230900,"<1H OCEAN",7.21964204013074,5.92692602597041,7.12044437239249,5.91350300563827,"[2.1,2.6)","area_0"
-118.37,34.04,43,888,170,514,161,3.1827,202800,"<1H OCEAN",6.78897174299217,5.13579843705026,6.24222326545517,5.08140436498446,"[1.6,2.1)","area_0"
-118.38,34.03,43,912,255,705,246,2.6402,185700,"<1H OCEAN",6.81563999007433,5.54126354515843,6.55819780281227,5.50533153593236,"[1.6,2.1)","area_0"
-118.37,34.04,25,542,161,442,131,2.25,333300,"<1H OCEAN",6.29526600143965,5.08140436498446,6.0913098820777,4.87519732320115,"[3.1,3.6)","area_0"
-118.43,34.03,26,1706,516,894,435,3.1875,372700,"<1H OCEAN",7.44190672805162,6.24610676548156,6.79570577517351,6.07534603108868,"[3.6,4.1)","area_0"
-118.44,34.03,37,1193,205,488,224,3.625,357600,"<1H OCEAN",7.08422642209792,5.32300997913841,6.19031540585315,5.41164605185504,"[3.6,4.1)","area_0"
-118.44,34.03,37,975,189,489,202,4.2434,331000,"<1H OCEAN",6.88243747099785,5.24174701505964,6.19236248947487,5.30826769740121,"[3.1,3.6)","area_0"
-118.44,34.03,30,1039,303,606,274,3.125,343800,"<1H OCEAN",6.94601399109923,5.71373280550937,6.40687998606931,5.61312810638807,"[3.1,3.6)","area_0"
-118.45,34.03,41,1240,320,711,304,3.3482,318100,"<1H OCEAN",7.12286665859908,5.76832099579377,6.56667242980324,5.71702770140622,"[3.1,3.6)","area_0"
-118.44,34.03,41,1164,265,561,251,4.2411,350900,"<1H OCEAN",7.05961762829138,5.57972982598622,6.3297209055227,5.52545293913178,"[3.1,3.6)","area_0"
-118.44,34.02,37,1592,308,783,321,6.2583,386000,"<1H OCEAN",7.37274636640433,5.73009978297357,6.6631326959908,5.77144112313002,"[3.6,4.1)","area_0"
-118.44,34.01,43,1408,246,651,240,4.5795,400000,"<1H OCEAN",7.24992553671799,5.50533153593236,6.47850964220857,5.48063892334199,"[3.6,4.1)","area_0"
-118.44,34.01,41,1309,221,534,228,5.1708,418800,"<1H OCEAN",7.1770187659099,5.39816270151775,6.2803958389602,5.42934562895444,"[4.1,4.6)","area_0"
-118.45,34.01,40,1361,240,559,229,6.3516,354300,"<1H OCEAN",7.21597500265147,5.48063892334199,6.3261494731551,5.43372200355424,"[3.1,3.6)","area_0"
-118.43,34.01,43,1487,242,675,247,5.3403,489800,"<1H OCEAN",7.30451594646016,5.48893772615669,6.51471269087253,5.50938833662798,"[4.6,5.1]","area_0"
-118.42,34.03,44,629,131,326,156,4.5278,374300,"<1H OCEAN",6.44413125670044,4.87519732320115,5.78689738136671,5.04985600724954,"[3.6,4.1)","area_0"
-118.42,34.02,21,3244,815,1423,781,3.6488,340800,"<1H OCEAN",8.0845624152353,6.70318811324086,7.26052259808985,6.66057514983969,"[3.1,3.6)","area_0"
-118.42,34.02,28,3167,737,1248,665,3.1941,394700,"<1H OCEAN",8.06054004653864,6.60258789218934,7.12929754892937,6.49978704065585,"[3.6,4.1)","area_0"
-118.42,34.02,34,2995,942,2626,947,2.2402,450000,"<1H OCEAN",8.00469951054955,6.84800527457636,7.87321705486274,6.85329909318608,"[4.1,4.6)","area_0"
-118.41,34.02,34,1430,357,805,362,3.3462,307000,"<1H OCEAN",7.26542972325395,5.87773578177964,6.69084227741856,5.89164421182577,"[3.1,3.6)","area_0"
-118.42,34.02,22,3292,1134,1655,898,3.1746,348800,"<1H OCEAN",8.09925056179696,7.0335064842877,7.41155628781116,6.8001700683022,"[3.1,3.6)","area_0"
-118.42,34.02,26,2664,842,1745,789,3.4269,301900,"<1H OCEAN",7.88758403166028,6.73578001424233,7.46450983463653,6.67076632084587,"[2.6,3.1)","area_0"
-118.41,34.02,19,4702,1472,2636,1334,3.3955,225000,"<1H OCEAN",8.45574322910002,7.29437729928882,7.8770178956224,7.19593722647557,"[2.1,2.6)","area_0"
-118.42,34.01,32,1300,356,703,311,3.5667,394000,"<1H OCEAN",7.17011954344963,5.87493073085203,6.55535689181067,5.73979291217923,"[3.6,4.1)","area_0"
-118.43,34.01,41,1527,279,746,285,6.4232,446600,"<1H OCEAN",7.33106030521863,5.63121178182137,6.61472560020376,5.65248918026865,"[4.1,4.6)","area_0"
-118.44,34.01,42,2061,396,907,393,6.0804,420000,"<1H OCEAN",7.63094658089046,5.98141421125448,6.81014245011514,5.97380961186926,"[4.1,4.6)","area_0"
-118.44,34,44,1462,338,821,341,2.599,362200,"<1H OCEAN",7.28756064030972,5.82304589548302,6.71052310945243,5.83188247728352,"[3.6,4.1)","area_0"
-118.44,34,44,1798,353,835,314,4.75,355800,"<1H OCEAN",7.49443021503157,5.8664680569333,6.72743172485086,5.74939298590825,"[3.6,4.1)","area_0"
-118.44,34,41,1562,377,874,368,4.1083,324300,"<1H OCEAN",7.35372233039963,5.93224518744801,6.77308037565554,5.90808293816893,"[3.1,3.6)","area_0"
-118.42,34.01,42,1594,369,952,362,3.099,335400,"<1H OCEAN",7.37400185935016,5.91079664404053,6.85856503479136,5.89164421182577,"[3.1,3.6)","area_0"
-118.42,34.01,29,1996,489,960,449,3.6611,344200,"<1H OCEAN",7.59890045687141,6.19236248947487,6.86693328446188,6.10702288774225,"[3.1,3.6)","area_0"
-118.43,34,28,6128,1963,3586,1815,2.7058,310900,"<1H OCEAN",8.72062371142043,7.58222919427646,8.18479265416508,7.50384074669895,"[3.1,3.6)","area_0"
-118.46,34.01,43,513,98,266,103,5.6428,343100,"<1H OCEAN",6.24027584517077,4.58496747867057,5.5834963087817,4.63472898822964,"[3.1,3.6)","area_0"
-118.46,34,39,4098,1100,2054,1053,2.918,345600,"<1H OCEAN",8.31825432879885,7.00306545878646,7.6275443904885,6.95939851213398,"[3.1,3.6)","area_0"
-118.46,34,36,1392,260,679,247,4.7344,346900,"<1H OCEAN",7.23849684089437,5.56068163101553,6.5206211275587,5.50938833662798,"[3.1,3.6)","area_0"
-118.46,34.01,39,711,148,347,153,4.2813,297200,"<1H OCEAN",6.56667242980324,4.99721227376411,5.84932477994686,5.03043792139244,"[2.6,3.1)","area_0"
-118.47,34,38,1235,390,891,376,2.7143,287500,"<1H OCEAN",7.11882624906208,5.96614673912369,6.79234442747081,5.92958914338989,"[2.6,3.1)","area_0"
-118.47,34,41,2331,636,1839,537,2.288,263500,"<1H OCEAN",7.75405263903576,6.45519856334012,7.51697722460432,6.28599809450886,"[2.6,3.1)","area_0"
-118.46,34,39,614,174,538,159,2.3542,235700,"<1H OCEAN",6.41999492814714,5.15905529921453,6.28785856016178,5.06890420222023,"[2.1,2.6)","area_0"
-118.47,33.99,34,1875,501,1491,526,2.8417,321400,"<1H OCEAN",7.53636393840451,6.21660610108486,7.30720231476474,6.26530121273771,"[3.1,3.6)","area_0"
-118.47,34,37,2586,765,1801,737,2.6042,305800,"<1H OCEAN",7.8578675593318,6.63987583382654,7.49609734517596,6.60258789218934,"[3.1,3.6)","area_0"
-118.47,33.99,41,1146,310,833,270,2.5938,285000,"<1H OCEAN",7.04403289727469,5.73657229747919,6.72503364216684,5.59842195899838,"[2.6,3.1)","area_0"
-118.47,33.99,33,854,235,645,198,2.1471,239300,"<1H OCEAN",6.74993119378857,5.45958551414416,6.46925031679577,5.28826703069454,"[2.1,2.6)","area_0"
-118.51,33.98,40,1901,679,865,587,2.3417,425000,"<1H OCEAN",7.55013534248843,6.5206211275587,6.76272950693188,6.3750248198281,"[4.1,4.6)","area_0"
-118.47,33.99,50,1568,501,764,478,3.015,414300,"<1H OCEAN",7.35755620091035,6.21660610108486,6.63856778916652,6.16961073249146,"[4.1,4.6)","area_0"
-118.47,33.99,52,2167,622,1095,570,2.8514,358700,"<1H OCEAN",7.68109900153636,6.43294009273918,6.9985096422506,6.3456363608286,"[3.6,4.1)","area_0"
-118.47,33.99,37,2155,721,1082,637,3.4071,267500,"<1H OCEAN",7.67554600253785,6.58063913728495,6.98656645940643,6.45676965557216,"[2.6,3.1)","area_0"
-118.45,33.99,52,1010,244,573,242,4.1861,363200,"<1H OCEAN",6.9177056098353,5.4971682252932,6.35088571671474,5.48893772615669,"[3.6,4.1)","area_0"
-118.46,33.99,52,1158,253,528,253,3.5234,334700,"<1H OCEAN",7.05444965813294,5.53338948872752,6.26909628370626,5.53338948872752,"[3.1,3.6)","area_0"
-118.46,33.99,44,1122,287,531,256,4.0598,335900,"<1H OCEAN",7.02286808608264,5.65948221575962,6.27476202124194,5.54517744447956,"[3.1,3.6)","area_0"
-118.46,34,52,888,206,376,194,3.875,372000,"<1H OCEAN",6.78897174299217,5.32787616878958,5.92958914338989,5.26785815906333,"[3.6,4.1)","area_0"
-118.45,34,43,1606,408,862,354,3.962,345800,"<1H OCEAN",7.38150189450671,6.01126717440416,6.75925527066369,5.86929691313377,"[3.1,3.6)","area_0"
-118.45,34,48,1923,408,1142,433,4.575,326700,"<1H OCEAN",7.56164174558878,6.01126717440416,7.04053639021596,6.07073772800249,"[3.1,3.6)","area_0"
-118.45,33.99,33,3125,785,1720,713,2.9722,325000,"<1H OCEAN",8.0471895621705,6.66568371778241,7.4500795698075,6.5694814204143,"[3.1,3.6)","area_0"
-118.45,33.99,52,1829,472,779,424,3.1607,339000,"<1H OCEAN",7.51152464839087,6.15697898558556,6.65801104587075,6.04973345523196,"[3.1,3.6)","area_0"
-118.45,33.99,45,1132,269,654,264,4.5673,343100,"<1H OCEAN",7.03174125876313,5.59471137960184,6.4831073514572,5.57594910314632,"[3.1,3.6)","area_0"
-118.45,33.99,26,1919,405,953,371,6.0672,420800,"<1H OCEAN",7.5595594960077,6.00388706710654,6.8596149036542,5.91620206260743,"[4.1,4.6)","area_0"
-118.4,34,10,1526,339,705,268,5.8083,321800,"<1H OCEAN",7.3304052118444,5.82600010738045,6.55819780281227,5.59098698051086,"[3.1,3.6)","area_0"
-118.41,34,35,684,161,381,159,2.8393,272000,"<1H OCEAN",6.52795791762255,5.08140436498446,5.9427993751267,5.06890420222023,"[2.6,3.1)","area_0"
-118.42,33.99,35,1701,482,1428,494,3.725,284600,"<1H OCEAN",7.43897159239586,6.1779441140506,7.26403014289953,6.20253551718792,"[2.6,3.1)","area_0"
-118.43,33.99,35,2243,495,1135,465,4.3281,324000,"<1H OCEAN",7.71556953452021,6.20455776256869,7.0343879299155,6.14203740558736,"[3.1,3.6)","area_0"
-118.43,33.98,19,8324,1590,2927,1538,7.5426,351700,"<1H OCEAN",9.02689818751353,7.37148929521428,7.98173328669189,7.33823815006559,"[3.1,3.6)","area_0"
-118.43,33.99,45,1899,461,1260,415,2.6667,320000,"<1H OCEAN",7.54908271081229,6.13339804299665,7.13886699994552,6.0282785202307,"[3.1,3.6)","area_0"
-118.43,33.99,43,2483,548,1212,493,4.0189,302900,"<1H OCEAN",7.81722278550817,6.30627528694802,7.10002716662926,6.20050917404269,"[2.6,3.1)","area_0"
-118.42,33.98,3,475,155,236,153,3.6667,450000,"<1H OCEAN",6.16331480403464,5.04342511691925,5.46383180502561,5.03043792139244,"[4.1,4.6)","area_0"
-118.41,33.99,39,3014,822,3212,777,1.1985,215000,"<1H OCEAN",8.01102337918644,6.71174039505618,8.07464907506665,6.65544035036765,"[2.1,2.6)","area_0"
-118.42,33.99,38,740,171,599,194,4.0893,248900,"<1H OCEAN",6.60665018619822,5.14166355650266,6.39526159811545,5.26785815906333,"[2.1,2.6)","area_0"
-118.42,33.99,35,1724,419,1079,394,4.5521,263800,"<1H OCEAN",7.45240245122364,6.03787091992214,6.98378996525813,5.97635090929793,"[2.6,3.1)","area_0"
-118.41,34,35,1062,305,1026,307,2.7153,265500,"<1H OCEAN",6.96790920180188,5.72031177660741,6.93342302573071,5.7268477475872,"[2.6,3.1)","area_0"
-118.4,33.99,39,1613,380,1113,356,2.825,276700,"<1H OCEAN",7.38585107812521,5.94017125272043,7.01481435127554,5.87493073085203,"[2.6,3.1)","area_0"
-118.41,33.98,33,3331,777,1695,735,3.9727,307200,"<1H OCEAN",8.11102783819368,6.65544035036765,7.43543801981455,6.59987049921284,"[3.1,3.6)","area_0"
-118.39,33.97,38,993,175,374,180,6.2673,357200,"<1H OCEAN",6.90073066404517,5.16478597392351,5.92425579741453,5.19295685089021,"[3.6,4.1)","area_0"
-118.39,33.97,44,1097,186,513,185,6.235,361400,"<1H OCEAN",7.00033446027523,5.2257466737132,6.24027584517077,5.22035582507832,"[3.6,4.1)","area_0"
-118.39,33.97,43,2700,510,1146,506,5.1333,345900,"<1H OCEAN",7.90100705199242,6.23441072571837,7.04403289727469,6.22653666928747,"[3.1,3.6)","area_0"
-118.39,33.97,46,2198,352,839,335,6.5778,350800,"<1H OCEAN",7.69530313496357,5.8636311755981,6.73221070646721,5.81413053182507,"[3.1,3.6)","area_0"
-118.39,33.96,45,1361,252,581,263,5.8143,340700,"<1H OCEAN",7.21597500265147,5.52942908751142,6.36475075685191,5.57215403217776,"[3.1,3.6)","area_0"
-118.36,33.98,40,1113,234,584,231,3.0927,316000,"<1H OCEAN",7.01481435127554,5.4553211153577,6.36990098282823,5.44241771052179,"[3.1,3.6)","area_0"
-118.37,33.98,39,303,69,131,73,4.3438,331800,"<1H OCEAN",5.71373280550937,4.23410650459726,4.87519732320115,4.29045944114839,"[3.1,3.6)","area_0"
-118.37,33.97,32,6699,1781,2725,1544,3.3889,285700,"<1H OCEAN",8.80971354050827,7.48493028328966,7.91022370709734,7.34213173058472,"[2.6,3.1)","area_0"
-118.41,33.97,44,2298,388,849,360,5.5941,363500,"<1H OCEAN",7.7397944584087,5.96100533962327,6.74405918631135,5.88610403145016,"[3.6,4.1)","area_0"
-118.4,33.96,44,1877,314,877,320,6.8197,363600,"<1H OCEAN",7.53743003658651,5.74939298590825,6.77650699237218,5.76832099579377,"[3.6,4.1)","area_0"
-118.41,33.96,44,1802,306,753,282,6.0286,356000,"<1H OCEAN",7.49665243816828,5.72358510195238,6.62406522779989,5.64190707093811,"[3.6,4.1)","area_0"
-118.41,33.97,43,1464,224,581,232,6.2022,365900,"<1H OCEAN",7.28892769452126,5.41164605185504,6.36475075685191,5.44673737166631,"[3.6,4.1)","area_0"
-118.41,33.97,44,2789,503,3732,474,4.6176,352300,"<1H OCEAN",7.93343838762749,6.22059017009974,8.22469956196723,6.16120732169508,"[3.1,3.6)","area_0"
-118.42,33.97,44,1462,240,562,237,4.9375,365200,"<1H OCEAN",7.28756064030972,5.48063892334199,6.33150184989369,5.46806014113513,"[3.6,4.1)","area_0"
-118.42,33.96,44,1282,216,494,209,5.618,365900,"<1H OCEAN",7.15617663748062,5.37527840768417,6.20253551718792,5.34233425196481,"[3.6,4.1)","area_0"
-118.43,33.96,38,1104,216,415,163,6.1985,422000,"<1H OCEAN",7.00669522683704,5.37527840768417,6.0282785202307,5.09375020080676,"[4.1,4.6)","area_0"
-118.42,33.96,24,4393,966,1257,579,5.0714,356100,"<1H OCEAN",8.38776764397578,6.87316383421252,7.13648320859025,6.361302477573,"[3.6,4.1)","area_0"
-118.43,33.96,16,14891,3984,6270,3595,5.1064,283200,"<1H OCEAN",9.6085122825902,8.29004161870449,8.74353163362697,8.18729927015515,"[2.6,3.1)","area_0"
-118.4,33.98,39,714,118,314,117,5.9856,432100,"<1H OCEAN",6.57088296233958,4.77068462446567,5.74939298590825,4.76217393479776,"[4.1,4.6)","area_0"
-118.4,33.98,36,2526,452,996,441,5.611,456600,"<1H OCEAN",7.83439230291044,6.11368217983223,6.9037472575846,6.08904487544685,"[4.6,5.1]","area_0"
-118.4,33.97,44,2825,453,1221,461,5.9544,377200,"<1H OCEAN",7.94626364358054,6.11589212548303,7.1074254741107,6.13339804299665,"[3.6,4.1)","area_0"
-118.4,33.96,43,2416,454,1028,409,5.6732,330700,"<1H OCEAN",7.78986855905471,6.11809719804135,6.93537044601511,6.0137151560428,"[3.1,3.6)","area_0"
-118.37,33.97,41,1833,355,847,348,5.726,287800,"<1H OCEAN",7.5137092478397,5.87211778947542,6.74170069465205,5.85220247977447,"[2.6,3.1)","area_0"
-118.38,33.97,42,1859,337,813,326,6.019,294500,"<1H OCEAN",7.52779398772144,5.82008293035236,6.70073110954781,5.78689738136671,"[2.6,3.1)","area_0"
-118.38,33.96,44,2395,458,1287,450,4.6923,299000,"<1H OCEAN",7.78113850984502,6.12686918411419,7.16006920759613,6.10924758276437,"[2.6,3.1)","area_0"
-118.38,33.95,35,3259,967,2003,920,3.2708,400000,"<1H OCEAN",8.08917567883756,6.87419849545329,7.60240133566582,6.82437367004309,"[3.6,4.1)","area_0"
-118.37,33.95,5,6955,2062,3591,1566,3.111,247600,"<1H OCEAN",8.84721610435754,7.63143166457691,8.18618599422608,7.35627987655075,"[2.1,2.6)","area_0"
-118.4,33.96,44,1138,228,497,228,4.1852,303300,"<1H OCEAN",7.03702761468628,5.42934562895444,6.20859002609663,5.42934562895444,"[2.6,3.1)","area_0"
-118.41,33.96,15,412,128,310,137,3.9792,266700,"<1H OCEAN",6.02102334934953,4.85203026391962,5.73657229747919,4.91998092582813,"[2.6,3.1)","area_0"
-118.41,33.96,32,1044,219,567,222,4.1471,284400,"<1H OCEAN",6.95081476844258,5.3890717298165,6.34035930372775,5.40267738187228,"[2.6,3.1)","area_0"
-118.28,33.92,37,1761,409,1309,357,2.1875,175900,"<1H OCEAN",7.47363710849621,6.0137151560428,7.1770187659099,5.87773578177964,"[1.6,2.1)","area_0"
-118.29,33.9,42,1273,309,1203,348,4.4636,162000,"<1H OCEAN",7.14913159855741,5.73334127689775,7.09257371597468,5.85220247977447,"[1.6,2.1)","area_0"
-118.29,33.91,41,2475,532,1416,470,3.8372,156400,"<1H OCEAN",7.81399567500279,6.27664348934164,7.25559127425367,6.1527326947041,"[1.6,2.1)","area_0"
-118.29,33.91,31,2025,618,2231,593,2.4741,151200,"<1H OCEAN",7.61332497954064,6.42648845745769,7.71020519443253,6.38519439899773,"[1.1,1.6)","area_0"
-118.29,33.92,23,2503,532,1735,505,2.7368,162800,"<1H OCEAN",7.82524529143177,6.27664348934164,7.45876269238096,6.22455842927536,"[1.6,2.1)","area_0"
-118.29,33.87,32,1700,340,864,317,4.381,238700,"<1H OCEAN",7.43838353004431,5.82894561761021,6.76157276880406,5.75890177387728,"[2.1,2.6)","area_0"
-118.3,33.86,35,1511,274,853,308,4.9792,251300,"<1H OCEAN",7.32052696227274,5.61312810638807,6.74875954749168,5.73009978297357,"[2.1,2.6)","area_0"
-118.29,33.85,10,1391,420,1378,377,1.9049,222200,"<1H OCEAN",7.23777819192344,6.04025471127741,7.2283884515736,5.93224518744801,"[2.1,2.6)","area_0"
-118.31,33.84,5,3559,869,2965,794,2.6491,216700,"<1H OCEAN",8.17723488551019,6.76734312526539,7.99463231143183,6.67708346124714,"[2.1,2.6)","area_0"
-118.3,33.83,31,2693,661,1598,618,3.1851,240200,"<1H OCEAN",7.8984110928116,6.49375383985169,7.37650812632622,6.42648845745769,"[2.1,2.6)","area_0"
-118.3,33.83,33,2716,660,1807,661,3.5473,226300,"<1H OCEAN",7.90691548867859,6.49223983502047,7.49942329059223,6.49375383985169,"[2.1,2.6)","area_0"
-118.3,33.82,26,2080,560,2096,506,2.8106,184400,"<1H OCEAN",7.64012317269536,6.32793678372919,7.64778604544093,6.22653666928747,"[1.6,2.1)","area_0"
-118.3,33.81,17,5544,1068,3008,1038,5.322,282700,"<1H OCEAN",8.62047154086974,6.97354301952014,8.00903068506973,6.94505106372583,"[2.6,3.1)","area_0"
-118.3,33.8,27,2790,513,1498,519,5.3106,268300,"<1H OCEAN",7.93379687481541,6.24027584517077,7.31188616407716,6.25190388316589,"[2.6,3.1)","area_0"
-118.31,33.8,30,3096,757,2048,704,3.125,233300,"<1H OCEAN",8.03786623470962,6.62936325343745,7.6246189861594,6.55677835615804,"[2.1,2.6)","area_0"
-118.3,33.79,35,2793,686,2255,682,3.0057,235300,"<1H OCEAN",7.93487156594518,6.53087762772588,7.72090525193678,6.52502965784346,"[2.1,2.6)","area_0"
-118.3,33.78,35,2572,504,1172,519,4.6207,304100,"<1H OCEAN",7.85243908535751,6.22257626807137,7.06646697013696,6.25190388316589,"[2.6,3.1)","area_0"
-118.25,33.8,36,1697,394,1274,396,3.35,163100,"<1H OCEAN",7.43661726523423,5.97635090929793,7.14991683613211,5.98141421125448,"[1.6,2.1)","area_0"
-118.26,33.79,30,1291,230,835,215,5.5,181500,"<1H OCEAN",7.16317239084664,5.4380793089232,6.72743172485086,5.37063802812766,"[1.6,2.1)","area_0"
-118.25,33.79,32,1205,340,1799,370,2.375,128000,"NEAR OCEAN",7.09423484592476,5.82894561761021,7.49498623395053,5.91350300563827,"[1.1,1.6)","area_0"
-118.24,33.8,28,636,169,788,143,3.6161,131300,"NEAR OCEAN",6.45519856334012,5.12989871492307,6.66949808985788,4.96284463025991,"[1.1,1.6)","area_0"
-118.23,33.8,26,239,135,165,112,1.3333,187500,"NEAR OCEAN",5.47646355193151,4.90527477843843,5.10594547390058,4.71849887129509,"[1.6,2.1)","area_0"
-118.27,33.8,38,1446,327,980,319,3.35,177700,"<1H OCEAN",7.27655640271871,5.78996017089725,6.88755257166462,5.76519110278484,"[1.6,2.1)","area_0"
-118.27,33.79,36,2218,561,1789,527,3.1613,182300,"<1H OCEAN",7.70436116791031,6.3297209055227,7.48941208350872,6.26720054854136,"[1.6,2.1)","area_0"
-118.28,33.79,36,1989,458,1668,455,3.3009,168000,"<1H OCEAN",7.59538727885397,6.12686918411419,7.41938058291869,6.12029741895095,"[1.6,2.1)","area_0"
-118.28,33.78,20,2233,591,1915,558,3.2011,169100,"<1H OCEAN",7.71110125184016,6.3818160174061,7.55747290161475,6.32435896238131,"[1.6,2.1)","area_0"
-118.29,33.79,10,3708,1016,2855,948,2,165400,"<1H OCEAN",8.21824792668574,6.92362862813843,7.95682712209011,6.85435450225502,"[1.6,2.1)","area_0"
-118.29,33.79,16,1867,571,951,498,3.3427,154200,"<1H OCEAN",7.53208814354172,6.34738920965601,6.85751406254539,6.21060007702465,"[1.1,1.6)","area_0"
-118.3,33.79,21,1068,283,1180,274,2.5,157500,"<1H OCEAN",6.97354301952014,5.64544689764324,7.07326971745971,5.61312810638807,"[1.6,2.1)","area_0"
-118.3,33.8,8,1115,412,1472,396,3.1392,146200,"<1H OCEAN",7.01660968389422,6.02102334934953,7.29437729928882,5.98141421125448,"[1.1,1.6)","area_0"
-118.27,33.79,31,1535,369,1291,340,2.9375,174000,"<1H OCEAN",7.3362856600213,5.91079664404053,7.16317239084664,5.82894561761021,"[1.6,2.1)","area_0"
-118.26,33.78,27,1672,491,1723,462,2.0458,174500,"NEAR OCEAN",7.42177579364465,6.19644412779452,7.45182223652793,6.13556489108174,"[1.6,2.1)","area_0"
-118.25,33.79,34,1349,371,1716,380,2.7143,138100,"NEAR OCEAN",7.20711885620776,5.91620206260743,7.44775128004791,5.94017125272043,"[1.1,1.6)","area_0"
-118.25,33.79,38,1730,460,1724,424,2.7308,150400,"NEAR OCEAN",7.45587668749182,6.13122648948314,7.45240245122364,6.04973345523196,"[1.1,1.6)","area_0"
-118.25,33.79,39,981,286,1183,298,1.9208,139800,"NEAR OCEAN",6.88857245956536,5.65599181081985,7.07580886397839,5.6970934865054,"[1.1,1.6)","area_0"
-118.26,33.78,21,2188,706,2265,652,1.9923,164700,"NEAR OCEAN",7.69074316354187,6.55961523749324,7.72533003791713,6.48004456192665,"[1.6,2.1)","area_0"
-118.26,33.79,42,1162,264,1044,241,3.5488,205600,"<1H OCEAN",7.05789793741186,5.57594910314632,6.95081476844258,5.48479693349065,"[2.1,2.6)","area_0"
-118.23,33.78,20,59,24,69,23,2.5588,350000,"NEAR OCEAN",4.07753744390572,3.17805383034795,4.23410650459726,3.13549421592915,"[3.1,3.6)","area_0"
-118.26,33.78,35,1239,473,1524,387,2.0956,154700,"NEAR OCEAN",7.12205988162914,6.15909538849193,7.32909373624659,5.95842469302978,"[1.1,1.6)","area_0"
-118.25,33.78,32,296,139,511,133,1.4444,182100,"NEAR OCEAN",5.69035945432406,4.93447393313069,6.2363695902037,4.89034912822175,"[1.6,2.1)","area_0"
-118.26,33.78,36,2191,739,2931,692,2.1311,163100,"NEAR OCEAN",7.69211333959547,6.6052979209482,7.98309894071089,6.53958595561767,"[1.6,2.1)","area_0"
-118.26,33.77,36,886,253,809,219,2.4545,164200,"NEAR OCEAN",6.78671695060508,5.53338948872752,6.69579891705849,5.3890717298165,"[1.6,2.1)","area_0"
-118.27,33.77,26,2272,694,2567,595,1.9964,150600,"NEAR OCEAN",7.72841577984104,6.5424719605068,7.85049318087114,6.38856140554563,"[1.1,1.6)","area_0"
-118.27,33.78,21,3354,1174,4426,1110,2.5262,167300,"<1H OCEAN",8.11790894238315,7.06817200038804,8.39525152061099,7.01211529430638,"[1.6,2.1)","area_0"
-118.28,33.78,37,1212,304,1076,293,3.2115,160100,"<1H OCEAN",7.10002716662926,5.71702770140622,6.98100574072173,5.68017260901707,"[1.6,2.1)","area_0"
-118.27,33.77,39,1731,485,2115,478,1.5369,141300,"NEAR OCEAN",7.45645455517621,6.18414889093748,7.65681009148038,6.16961073249146,"[1.1,1.6)","area_0"
-118.27,33.76,46,22,11,32,7,3.125,112500,"NEAR OCEAN",3.09104245335832,2.39789527279837,3.46573590279973,1.94591014905531,"[1.1,1.6)","area_0"
-118.3,33.77,18,3821,795,2831,769,2.9571,346200,"<1H OCEAN",8.2482674474469,6.67834211465433,7.9483852851119,6.64509096950564,"[3.1,3.6)","area_0"
-118.3,33.76,18,9659,1716,4336,1674,5.7764,290500,"<1H OCEAN",9.1756454021793,7.44775128004791,8.37470754311948,7.42297125104942,"[2.6,3.1)","area_0"
-118.28,33.75,41,1305,381,1384,369,2.45,186800,"NEAR OCEAN",7.17395831975679,5.9427993751267,7.23273313617761,5.91079664404053,"[1.6,2.1)","area_0"
-118.28,33.75,18,393,189,429,188,1.8393,187500,"NEAR OCEAN",5.97380961186926,5.24174701505964,6.06145691892802,5.23644196282995,"[1.6,2.1)","area_0"
-118.28,33.74,40,1751,512,1939,503,1.5394,200000,"NEAR OCEAN",7.46794233228585,6.23832462503951,7.56992765524265,6.22059017009974,"[1.6,2.1)","area_0"
-118.28,33.75,21,2442,719,1916,646,1.2276,208300,"NEAR OCEAN",7.80057265467065,6.57786135772105,7.55799495853081,6.4707995037826,"[2.1,2.6)","area_0"
-118.28,33.74,16,855,271,486,250,0.7591,350000,"NEAR OCEAN",6.75110146893676,5.6021188208797,6.18620862390049,5.52146091786225,"[3.1,3.6)","area_0"
